name,type,scope,parameters,call,summary
GetInterSiteEdgeNodeBgpNeighborAdvertisedRoutes,Manager,Infra,"{edgenodeid}, {neighborid}",/api/v1/transport-nodes/{edgenodeid}/inter-site/bgp/neighbors/{neighborid}/advertised-routes,Get BGP neighbor advertised routes on edge transport node
GetTunnel,Manager,Infra,"{nodeid}, {tunnelid}",/api/v1/transport-nodes/{nodeid}/tunnels/{tunnelid},Tunnel properties
ListVtepLabelPools,Manager,Infra,,/api/v1/pools/vtep-label-pools,List virtual tunnel endpoint Label Pools
GetL2ForwarderStatistics,Manager,Infra,{logicalswitchid},/api/v1/logical-switches/{logicalswitchid}/inter-site-forwarder/statistics,Get L2 forwarder statistics
GetUpgradeProgressStatus,Manager,Infra,,/api/v1/node/upgrade/progress-status,Get upgrade progress status
ReadNodeSearchDomains,Manager,Infra,,/api/v1/node/network/search-domains,Read the Node's Search Domains
GetAllTransportNodesStatus,Manager,Infra,,/api/v1/transport-nodes/status,Get high-level summary of all transport nodes. The service layer does not support source = realtime or cached.
GetEffectiveLogicalSwitchMembers,Manager,Infra,{nsgroupid},/api/v1/ns-groups/{nsgroupid}/effective-logical-switch-members,Get Effective switch members translated from the NSGroup
GetMigrationUnitGroupsStatus,Manager,Infra,,/api/v1/migration/migration-unit-groups-status,Get migration status for migration unit groups
ReadPaceClusterNodeVMDeploymentStatus,Manager,Infra,{nodeid},/api/v1/intelligence/nodes/deployments/{nodeid}/status,Returns the status of the VM creation/deletion
GetServiceDeployment,Manager,Infra,"{serviceid}, {servicedeploymentid}",/api/v1/serviceinsertion/services/{serviceid}/service-deployments/{servicedeploymentid},Get a particular service deployment.
ListBgpNeighbors,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/routing/bgp/neighbors,Paginated list of BGP Neighbors on a Logical Router
ListRemoteTransportNodeStatus,Manager,Infra,{nodeid},/api/v1/transport-nodes/{nodeid}/remote-transport-node-status,"Read status of all transport nodes with tunnel connections to transport node
"
ListMigratedResources,Manager,Infra,,/api/v1/migration/migrated-resources,List migrated resources
ListTransportNodeProfiles,Manager,Infra,,/api/v1/transport-node-profiles,List Transport Nodes
GetProxyConfig,Manager,Infra,,/api/v1/proxy/config,Returns the proxy configuration
GetErrorResolverInfo,Manager,Infra,{error_id},/api/v1/error-resolver/{error_id},Fetches metadata about the given error_id
GetServiceInsertionExcludeList,Manager,Infra,,/api/v1/serviceinsertion/excludelist,Get list of members in exclude list
ReadNodeSyslogExporter,Manager,Infra,{exporterid},/api/v1/node/services/syslog/exporters/{exporterid},Read node syslog exporter
ListCentralNodeConfigProfiles,Manager,Infra,,/api/v1/configs/central-config/node-config-profiles,List all Central Node Config profiles
GetDirectoryDomainSyncStats,Manager,Infra,{domainid},/api/v1/directory/domains/{domainid}/sync-stats,Get domain sync statistics for the given identifier
ListVirtualMachines,Manager,Infra,,/api/v1/fabric/virtual-machines,Return the List of Virtual Machines
ReadSearchServiceStatus,Manager,Infra,,/api/v1/node/services/search/status,Read NSX Search service status
GetLogicalRouterForwardingTableInCsvFormat,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/routing/forwarding-table?format=csv,Get FIB table on a specified node for a logical router
ReadMetadataProxy,Manager,Infra,{proxyid},/api/v1/md-proxies/{proxyid},Get a metadata proxy
ListFabricNodeInterfaces,Manager,Infra,{nodeid},/api/v1/fabric/nodes/{nodeid}/network/interfaces,List the specified node's Network Interfaces
GetEdgeClusterStatus,Manager,Infra,{edgeclusterid},/api/v1/edge-clusters/{edgeclusterid}/status,Get the status for the Edge cluster of the given id
ReadDhcpStaticBinding,Manager,Infra,"{serverid}, {bindingid}",/api/v1/dhcp/servers/{serverid}/static-bindings/{bindingid},Get a DHCP server's static binding with the specified binding ID
ListVendorTemplates,Manager,Infra,{serviceid},/api/v1/serviceinsertion/services/{serviceid}/vendor-templates,List all VendorTemplates of a Service.
GetLogicalRouterState,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/state,Get the Realized State of a Logical Router
GetLogicalRouterRoutingTable,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/routing/routing-table,Get RIB table on a specified node for a logical router
GetFirewallProfile,Manager,Infra,{profileid},/api/v1/firewall/profiles/{profileid},Get all firewall session timer profiles.
GetEdgeClusterInterSiteStatus,Manager,Infra,{edgeclusterid},/api/v1/edge-clusters/{edgeclusterid}/inter-site/status,Get inter-site status of the edge cluster
GetIPSecVPNIKESessionStatus,Manager,Infra,{sessionid},/api/v1/vpn/ipsec/sessions/{sessionid}/status,Get IPSec VPN IKE session status
GetContainerApplication,Manager,Infra,{containerapplicationid},/api/v1/fabric/container-applications/{containerapplicationid},Return a Container Application within a container project
GetServiceInsertionRule,Manager,Infra,"{sectionid}, {ruleid}",/api/v1/serviceinsertion/sections/{sectionid}/rules/{ruleid},Read an Existing Rule
SearchDirectoryGroups,Manager,Infra,{domainid},/api/v1/directory/domains/{domainid}/groups,"Search for directory groups within a domain based on the substring of a distinguished name. (e.g. CN=User,DC=acme,DC=com) The search filter pattern can optionally support multiple (up to 100 maximum) search pattern separated by '|' (url encoded %7C). In this case, the search results will be returned as the union of all matching criteria. (e.g. CN=Ann,CN=Users,DC=acme,DC=com|CN=Bob,CN=Users,DC=acme,DC=com)"
ListTransportNodeStatusesByComputeCollectionId,Manager,Infra,{ccextid},/api/v1/idfw/compute-collections/{ccextid}/transport-nodes/status,List all transport node and statuses based on idfw enabled ComputeCollection ID.
GetTransportNodeStatus,Manager,Infra,{nodeid},/api/v1/transport-nodes/{nodeid}/status,Read status of a transport node
GetComputeCollectionStatusById,Manager,Infra,{computecollectionextid},/api/v1/idfw/compute-collections/{computecollectionextid}/status,Get list of compute collections and status.
ListIpBlocks,Manager,Infra,,/api/v1/pools/ip-blocks,Returns list of configured IP address blocks.
GetMPPolicyPromotionState,Manager,Infra,,/api/v1/migration/mp-policy-promotion/state,"This api is used to get mp policy promotion state.
"
ListLoadBalancerVirtualServerStatuses,Manager,Infra,{serviceid},/api/v1/loadbalancer/services/{serviceid}/virtual-servers/status,Get the status list of virtual servers in given load balancer service
GetProtonCapacityThresholds,Manager,Infra,,/api/v1/capacity/threshold,Returns warning threshold(s) set for NSX Objects.
ReadDhcpProfile,Manager,Infra,{profileid},/api/v1/dhcp/server-profiles/{profileid},Get a DHCP server profile
GetAlarm,Manager,Infra,{alarmid},/api/v1/alarms/{alarmid},Get Alarm identified by alarm-id.
ReadLiagentServiceStatus,Manager,Infra,,/api/v1/node/services/liagent/status,Read liagent service status
GetIPSecVPNSession,Manager,Infra,{ipsecvpnsessionid},/api/v1/vpn/ipsec/sessions/{ipsecvpnsessionid},Fetch IPSec VPN session
ReadLoadBalancerNodeUsage,Manager,Infra,{nodeid},/api/v1/loadbalancer/usage-per-node/{nodeid},Read load balancer usage for the given node
ListComputeManagers,Manager,Infra,,/api/v1/fabric/compute-managers,Return the List of Compute managers
ListLoadBalancerSslCiphersAndProtocols,Manager,Infra,,/api/v1/loadbalancer/ssl/ciphers-and-protocols,Retrieve a list of supported SSL ciphers and protocols
ReadLoadBalancerServiceDebugInfo,Manager,Infra,{serviceid},/api/v1/loadbalancer/services/{serviceid}/debug-info,Read the debug information of the load balancer service
GetMigrationUnitGroupStatus,Manager,Infra,{groupid},/api/v1/migration/migration-unit-groups/{groupid}/status,Get migration status for group
GetUserVidmSearchResult,Manager,Infra,,/api/v1/aaa/vidm/users,"Get all the users from vIDM whose userName, givenName or familyName matches the search key case insensitively. The search key is checked to be a substring of name or given name or family name. This is a non paginated API. This API will return as many results that vIDM returns to NSX during the search query. vIDM may not send all results at once so to zero in on the user of interest more characters need to be entered."
Mp2PolicyMigrationStats,Manager,Infra,,/api/v1/migration/mp-to-policy/stats,To get MP2Policy promotion stats.
ListHostSwitchProfiles,Manager,Infra,,/api/v1/host-switch-profiles,List Hostswitch Profiles
ReadDADProfile,Manager,Infra,{dadprofileid},/api/v1/ipv6/dad-profiles/{dadprofileid},Read specified IPV6 DADProfile
GetExtendedSolutionConfig,Manager,Infra,"{serviceid}, {solutionconfigid}",/api/v1/serviceinsertion/services/{serviceid}/solution-configs/{solutionconfigid}/extended-solution-config,Get extended solution Config Information for a given solution config id.
ReadClusterNodeInterface,Manager,Infra,"{nodeid}, {interfaceid}",/api/v1/cluster/nodes/{nodeid}/network/interfaces/{interfaceid},Read the node's Network Interface
GetLogicalRouterPortStatisticsSummary,Manager,Infra,{logicalrouterportid},/api/v1/logical-router-ports/{logicalrouterportid}/statistics/summary,Get the statistics summary of a specified logical router port
ReadPacketCaptureSession,Manager,Infra,{sessionid},/api/v1/pktcap/session/{sessionid},Get the status of packet capture session
ListContainerProjects,Manager,Infra,,/api/v1/fabric/container-projects,Return the list of container projects
ListLogicalRouterPorts,Manager,Infra,,/api/v1/logical-router-ports,List Logical Router Ports
GetRealizationStateBarrierConfig,Manager,Infra,,/api/v1/realization-state-barrier/config,Gets the realization state barrier configuration
ListServiceAttachments,Manager,Infra,,/api/v1/serviceinsertion/service-attachments,Get all service attachments.
ListDirectoryLdapServers,Manager,Infra,{domainid},/api/v1/directory/domains/{domainid}/ldap-servers,List all configured domain LDAP servers
GetDirectoryDomain,Manager,Infra,{domainid},/api/v1/directory/domains/{domainid},Get a specific domain with given identifier
ReadAsyncReplicatorServiceStatus,Manager,Infra,,/api/v1/node/services/async_replicator/status,Read the Async Replicator service status
ListPortMirroringSession,Manager,Infra,,/api/v1/mirror-sessions,List all mirror sessions
GetSiteConfigurationVersionedLatest,Manager,Infra,,/api/v1/sites?version=latest,"Get the site configuration, some attributes won't be shown based on version"
ListVifs,Manager,Infra,,/api/v1/fabric/vifs,Return the List of Virtual Network Interfaces (VIFs)
ReadNodeSupportBundle,Manager,Infra,,/api/v1/node/support-bundle,Read node support bundle
GetInterSiteEdgeNodeStatistics,Manager,Infra,{edgenodeid},/api/v1/transport-nodes/{edgenodeid}/inter-site/statistics,Get inter-site statistics of edge node
LookupAddress,Manager,Infra,{forwarderid},/api/v1/dns/forwarders/{forwarderid}/nslookup,Resolve a given address via the DNS forwarder
GetCrlDistributionPointStatus,Manager,Infra,{crldistributionpointid},/api/v1/trust-management/crl-distribution-points/{crldistributionpointid}/status,Return the status of the CrlDistributionPoint
ReadSearchService,Manager,Infra,,/api/v1/node/services/search,Read NSX Search service properties
ListTransportZones,Manager,Infra,,/api/v1/transport-zones,List Transport Zones
GetIPSecVPNDPDProfile,Manager,Infra,{ipsecvpndpdprofileid},/api/v1/vpn/ipsec/dpd-profiles/{ipsecvpndpdprofileid},Get IPSec dead peer detection (DPD) profile
GetLicenseUsageReportInCsvFormat,Manager,Infra,,/api/v1/licenses/licenses-usage?format=csv,Get usage report of all registred modules in CSV format
GetView,Manager,Infra,{viewid},/api/v1/ui-views/{viewid},Returns View Information
ReadIpBlock,Manager,Infra,{blockid},/api/v1/pools/ip-blocks/{blockid},Get IP address block information.
ListIpfixCollectorConfig,Manager,Infra,,/api/v1/ipfix/collectorconfigs,List IPFIX collector configurations
MakeActiveStatus,Manager,Infra,,/api/v1/sites/switchover-status,Get the switchover status
GetCsrPem,Manager,Infra,{csrid},/api/v1/trust-management/csrs/{csrid}/pem-file,Get CSR PEM File for the Given CSR ID
GetFederationSiteMigrationState,Manager,Infra,,/api/v1/migration/plan/site-migration-state,Get migration-state of all the federation sites.
GetFirewallSectionStats,Manager,Infra,{sectionid},/api/v1/firewall/sections/{sectionid}/rules/stats,Get Firewall section level statistics section
DslSearch,Manager,Infra,,/api/v1/search/dsl,DSL (Domain Specific Language) search API
GetNatStatisticsPerLogicalRouter,Manager,Infra,{logicalrouterid},/api/v1/logical-routers/{logicalrouterid}/nat/rules/statistics,Get the statistics of all rules of the logical router
ListLatencyProfiles,Manager,Infra,,/api/v1/latency-profiles,List latency profiles
GetVmStats,Manager,Infra,{vmextid},/api/v1/idfw/vm-stats/{vmextid},Get IDFW user login events for a given VM
GetCurrentUserInfo,Manager,Infra,,/api/v1/aaa/user-info,Get the name and role information of the user.
ListLoadBalancerApplicationProfiles,Manager,Infra,,/api/v1/loadbalancer/application-profiles,Retrieve a paginated list of load balancer application profiles
GetEffectivePhysicalServerMembers,Manager,Infra,{nsgroupid},/api/v1/ns-groups/{nsgroupid}/effective-physical-server-members,Get Effective Physical Server Memebers of the specified NSGroup.
ReadSSHServiceStatus,Manager,Infra,,/api/v1/node/services/ssh/status,Read ssh service status
GetMigrationUnitGroups,Manager,Infra,,/api/v1/migration/migration-unit-groups,Return information of all migration unit groups
ListOidcEndPoints,Manager,Infra,,/api/v1/trust-management/oidc-uris,Return the list of OpenID Connect end-points.
ShowApplianceLatencyData,Manager,Infra,{applianceid},/api/v1/systemhealth/appliances/{applianceid}/latency/status,Show the details of process status in given appliance
ReadMacPool,Manager,Infra,{poolid},/api/v1/pools/mac-pools/{poolid},Read MAC Pool
ReadAuthenticationPolicyProperties,Manager,Infra,,/api/v1/node/aaa/auth-policy,Read node authentication policy configuration
ReadAsyncReplicatorService,Manager,Infra,,/api/v1/node/services/async_replicator,Read the Async Replicator service properties
ListIPSecVPNPeerEndpoints,Manager,Infra,,/api/v1/vpn/ipsec/peer-endpoints,Get IPSecVPNPeerEndpoint List Result
GetSwitchingProfile,Manager,Infra,{switchingprofileid},/api/v1/switching-profiles/{switchingprofileid},Get Switching Profile by ID
ListIpfixUpmProfiles,Manager,Infra,,/api/v1/ipfix-profiles,List IPFIX Profies
ReadLoadBalancerMonitor,Manager,Infra,{monitorid},/api/v1/loadbalancer/monitors/{monitorid},Retrieve a load balancer monitor
GetUpgradeUnits,Manager,Infra,,/api/v1/upgrade/upgrade-units,Get upgrade units
GetRestoreConfig,Manager,Infra,,/api/v1/cluster/restore/config,Deprecated. Get Restore configuration
ReadCminventoryService,Manager,Infra,,/api/v1/node/services/cm-inventory,Read cm inventory service properties
ListSwitchingProfiles,Manager,Infra,,/api/v1/switching-profiles,List Switching Profiles
ReadTnHyperbusStatus,Manager,Infra,{nodeid},/api/v1/systemhealth/transport-nodes/{nodeid}/container/hyperbus/status,Get the containter hyperbus status on given node
GetIpfixUpmProfile,Manager,Infra,{ipfixprofileid},/api/v1/ipfix-profiles/{ipfixprofileid},Get an existing IPFIX profile
ReadLoadBalancerClientSslProfile,Manager,Infra,{clientsslprofileid},/api/v1/loadbalancer/client-ssl-profiles/{clientsslprofileid},Retrieve a load balancer client-ssl profile
ReadNSGroup,Manager,Infra,{nsgroupid},/api/v1/ns-groups/{nsgroupid},Read NSGroup
GetNatStatisticsPerTransportNode,Manager,Infra,{nodeid},/api/v1/transport-nodes/{nodeid}/statistics/nat-rules,Get statistics for all logical router NAT rules on a transport node
GetUpgradeEULAContent,Manager,Infra,,/api/v1/upgrade/eula/content,"Return the content of end user license agreement
"
